"","id","sex","age","marital","child","educ","source","smoke","smokenum","op1","op2","op3","op4","op5","op6","mast1","mast2","mast3","mast4","mast5","mast6","mast7","pn1","pn2","pn3","pn4","pn5","pn6","pn7","pn8","pn9","pn10","pn11","pn12","pn13","pn14","pn15","pn16","pn17","pn18","pn19","pn20","lifsat1","lifsat2","lifsat3","lifsat4","lifsat5","pss1","pss2","pss3","pss4","pss5","pss6","pss7","pss8","pss9","pss10","sest1","sest2","sest3","sest4","sest5","sest6","sest7","sest8","sest9","sest10","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","Rop2","Rop4","Rop6","Rmast1","Rmast3","Rmast4","Rmast6","Rmast7","Rpss4","Rpss5","Rpss7","Rpss8","Rsest3","Rsest5","Rsest7","Rsest9","Rsest10","Rpc1","Rpc2","Rpc7","Rpc11","Rpc15","Rpc16","toptim","tmast","tposaff","tnegaff","tlifesat","tpstress","tslfest","tmarlow","tpcoiss","agegp3","agegp5","educrec","LG10negaff","MAH_1","COO_1","MAH_2"
"44",336,2,43,5,2,5,1,2,0,2,4,3,3,4,2,3,3,3,3,3,1,2,4,3,1,2,2,4,3,3,4,2,2,1,4,1,1,2,2,3,1,1,2,6,4,3,4,4,3,3,3,2,4,2,2,4,4,3,3,1,3,1,3,1,3,2,3,1,1,1,0,0,1,1,1,0,1,3,3,3,3,2,2,1,1,1,3,1,1,2,1,3,1,1,3,2,3,4,2,2,2,4,3,3,4,4,4,4,4,4,3,2,3,3,5,5,3,5,18,19,28,18,19,37,32,7,47,2,4,4,1.25527250510331,1.30741786655502,0.00378970909560205,6.61149753212675
"45",5,2,48,4,2,3,3,2,0,5,1,5,1,5,1,1,4,1,3,4,1,1,4,1,1,5,1,5,4,1,4,1,1,4,4,1,3,1,4,4,1,1,4,6,6,3,3,1,1,1,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,1,1,0,0,2,1,5,5,5,5,1,5,5,5,2,5,4,4,1,1,5,5,5,5,5,4,4,2,4,4,1,2,1,1,4,4,4,4,4,4,5,5,4,5,5,30,26,41,10,22,12,40,7,NA,3,4,2,1,NA,NA,6.5821239962257
"46",291,2,30,1,2,4,1,1,25,3,3,3,3,4,3,3,3,2,1,3,3,2,4,3,2,4,2,4,5,2,5,3,2,5,4,2,3,2,4,5,4,4,4,5,4,4,3,3,3,4,3,3,4,3,2,4,4,3,4,2,3,2,3,2,3,3,3,1,1,1,1,1,0,0,1,0,0,2,5,1,2,3,2,3,2,3,2,4,2,2,2,4,3,2,2,3,3,3,2,3,4,2,3,3,3,3,4,3,3,3,2,2,4,1,3,2,2,3,19,20,43,26,20,35,29,6,40,2,2,3,1.41497334797082,3.24149853372513,0.00234199699429794,6.56894746493625
"47",79,2,46,5,1,3,9,2,0,3,5,5,5,4,3,3,4,4,4,4,2,3,3,4,2,1,1,4,5,2,3,4,4,5,4,1,5,1,5,5,5,5,6,6,6,6,6,4,5,5,4,5,5,3,4,5,5,4,4,1,4,2,3,4,3,4,3,1,1,1,1,1,0,1,1,1,0,2,1,5,4,5,3,1,4,5,4,5,2,2,1,1,1,1,3,1,1,3,2,1,1,3,2,2,1,3,2,4,3,1,1,2,4,5,5,1,5,5,17,17,40,29,30,37,29,8,64,3,4,2,1.46239799789896,2.56709587022268,0.00968194088615936,6.53050027592364
"48",342,1,24,2,2,5,3,2,0,2,3,3,2,3,2,2,3,3,2,4,4,3,4,5,4,2,3,2,1,4,4,3,4,2,2,4,3,4,1,1,4,1,3,3,2,3,1,3,4,4,3,2,4,3,2,4,3,4,4,2,3,3,3,3,2,3,3,0,0,1,1,0,0,0,0,0,0,4,2,4,3,3,2,4,2,5,4,5,2,4,2,2,2,3,4,3,4,4,3,2,3,1,2,3,4,3,4,3,2,2,2,2,2,4,2,1,4,4,19,18,22,36,12,36,27,2,55,1,1,4,1.55630250076729,0.899781489759539,0.00289328728948056,6.50458280756751
"49",219,1,63,4,2,5,4,2,NA,2,1,4,1,5,1,2,3,1,2,3,1,1,5,1,1,3,1,4,4,1,3,1,1,1,3,1,1,1,3,3,1,1,2,6,5,5,2,3,1,1,5,4,2,5,5,2,1,4,4,1,4,1,4,2,4,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,5,4,3,1,3,5,5,1,3,5,2,1,1,4,5,5,5,5,3,4,3,4,4,1,2,1,1,4,4,3,4,4,5,5,5,5,5,5,26,24,30,10,20,15,39,7,79,3,5,4,1,2.42608383061448,0.00754418269049923,6.42790708548486
"50",85,2,20,1,2,4,6,2,0,3,5,4,4,2,4,4,2,2,2,2,4,3,2,4,3,2,2,3,4,3,2,2,4,2,2,3,2,3,3,2,2,2,1,2,1,1,1,4,4,4,2,1,4,2,2,4,4,2,2,2,2,2,1,2,1,4,4,1,1,1,1,1,0,0,0,0,0,4,3,2,2,2,3,3,4,3,3,4,4,3,3,3,2,3,3,1,2,2,1,3,3,1,2,4,5,4,4,3,3,3,1,1,2,3,3,2,3,4,14,14,24,28,6,41,19,5,52,1,1,3,1.44715803134222,3.94744344414212,0.0135844375361767,6.37458146899781
"51",11,2,22,2,2,5,1,2,0,1,4,1,4,2,4,3,4,3,1,3,3,2,5,4,4,2,2,5,3,4,2,5,4,4,3,5,4,4,3,3,2,2,4,3,3,5,5,4,4,3,2,3,3,2,2,5,3,4,3,2,3,2,1,4,2,4,4,1,1,1,0,0,0,0,0,0,0,4,4,3,2,3,2,4,2,2,3,3,3,1,2,4,3,2,2,2,2,2,2,2,4,2,3,4,3,4,4,3,3,1,1,1,2,2,2,3,2,3,10,20,34,36,20,37,22,3,41,1,1,4,1.55630250076729,2.91003403684638,0.00560542957702709,6.36517401104742
"52",494,2,21,2,2,2,1,2,NA,3,2,3,2,3,2,2,3,1,4,4,1,1,4,4,1,1,1,1,4,2,1,1,2,1,2,1,3,1,3,3,1,2,5,3,3,4,4,2,2,3,4,3,1,4,4,2,1,4,4,1,4,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,3,5,1,2,2,2,2,2,5,1,3,2,2,2,4,4,4,3,4,1,4,4,2,3,2,2,4,4,1,4,4,5,5,5,4,3,4,21,23,23,16,19,20,33,5,56,1,1,1,1.20411998265592,0.509094236356111,0.00298326735048683,6.36359790852686
"53",127,2,37,4,1,4,8,2,2,4,2,4,1,5,1,1,4,1,4,4,1,1,5,1,1,4,1,5,4,1,5,1,3,3,5,1,5,1,4,5,1,1,6,6,6,6,5,2,1,2,5,5,1,5,5,2,1,4,4,1,4,4,3,1,3,4,1,0,1,1,0,1,0,1,1,0,1,1,3,5,4,5,3,1,4,4,4,1,3,4,3,2,2,3,4,4,5,5,4,4,1,4,4,1,1,1,1,4,1,4,1,4,5,3,5,5,4,4,27,25,45,12,29,13,32,6,72,2,3,3,1.07918124604762,1.04216874072805,0.00833609575864563,6.35646559827234
"54",359,2,39,4,1,5,5,2,0,2,4,1,5,2,4,4,2,4,4,2,3,3,2,4,1,1,1,3,5,2,1,3,4,1,1,1,1,1,1,3,1,1,4,3,5,3,1,4,3,3,2,2,3,3,2,4,3,3,3,2,2,2,2,3,1,3,2,0,1,1,1,1,1,1,0,0,0,4,4,2,1,2,2,3,3,3,4,2,3,4,4,2,2,3,3,2,1,2,1,1,1,2,2,4,4,3,4,3,3,2,2,3,2,2,3,4,4,4,10,11,19,19,16,35,24,6,53,2,3,4,1.27875360095283,8.17745786849291,1.72713868354812e-05,6.3130728568875
"55",459,1,32,3,1,4,1,2,0,3,1,3,2,4,1,1,3,2,1,4,1,2,3,1,1,3,1,3,3,1,4,1,2,3,4,1,3,1,3,4,1,1,5,5,5,5,3,1,1,1,4,4,1,4,4,1,1,4,4,1,4,1,3,1,4,1,1,1,1,1,0,0,0,0,1,0,0,4,4,4,2,3,1,4,2,3,3,2,1,2,1,5,5,1,2,5,4,5,4,3,4,4,3,2,2,2,2,4,4,4,4,4,2,2,2,4,1,1,24,25,33,11,23,14,39,4,37,2,2,3,1.04139268515823,8.53835503528596,0.0944869806057375,6.24930563157379
"56",301,1,54,4,2,5,9,2,0,4,1,4,2,5,4,1,4,1,1,4,1,1,4,1,1,2,1,4,4,1,4,1,1,3,3,1,4,1,5,4,2,1,6,6,7,7,7,1,1,2,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,2,1,5,4,4,1,1,2,2,5,5,2,2,5,4,2,4,4,4,4,4,1,2,1,1,4,4,4,4,4,5,4,5,5,1,1,24,28,37,11,33,13,40,8,48,3,5,4,1.04139268515823,7.2723456561807,0.0535764169024363,6.19232116878523
"57",31,2,27,4,1,2,4,2,0,3,3,5,2,2,5,2,4,1,1,4,4,4,5,5,4,3,1,5,4,5,5,2,4,4,5,4,4,1,3,5,4,1,6,7,5,7,4,3,2,4,4,3,4,4,3,4,4,4,4,1,4,1,2,4,2,3,3,1,1,1,1,1,0,1,1,0,0,2,2,2,2,3,2,4,5,5,4,1,4,3,3,2,3,3,3,3,4,1,3,4,4,1,1,2,3,2,3,4,4,1,2,2,4,4,2,5,4,3,18,21,43,31,29,31,29,7,61,1,2,1,1.49136169383427,0.0607099564856984,0.000680798097635101,6.14130361282396
"58",233,2,21,1,2,3,1,2,0,3,3,4,2,4,3,1,2,3,3,2,1,2,4,4,2,5,1,5,5,4,4,3,1,4,3,2,5,4,5,5,5,3,4,5,5,5,4,2,4,4,3,3,2,4,3,3,2,3,4,1,3,1,4,1,4,3,2,1,1,1,NA,0,0,0,1,0,0,1,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,3,4,2,2,4,3,3,3,2,3,4,4,4,2,3,5,2,3,2,2,3,21,19,45,29,23,28,35,NA,61,1,1,2,1.46239799789896,0.697404712410219,1.1146717292617e-05,6.12604883319162
"59",159,2,65,7,2,2,7,2,0,5,1,5,1,5,1,1,4,1,1,4,1,1,5,1,1,5,1,5,5,2,5,2,2,5,5,1,4,1,4,4,1,1,6,6,6,6,6,3,2,3,2,3,2,4,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,5,5,3,3,5,3,1,1,3,5,5,5,5,4,4,4,4,4,4,3,2,2,4,4,4,4,4,5,5,3,3,5,5,30,28,47,13,30,27,40,10,79,3,5,1,1.11394335230684,3.16970088945585,0.00998215331628525,5.95958001562609
"60",139,2,32,4,2,4,NA,2,NA,3,3,4,2,4,1,1,4,1,1,4,2,2,4,2,1,1,1,3,4,1,4,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,2,4,3,2,3,3,2,2,4,4,1,2,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,4,5,3,2,2,1,4,4,4,3,3,4,3,2,2,4,4,3,4,5,4,4,4,3,3,2,3,3,3,4,4,2,3,4,1,2,5,3,4,4,23,26,21,13,17,23,34,10,61,2,2,3,1.11394335230684,1.5160631583991,0.00011213471575533,5.95172174598213
"61",20,2,42,4,1,4,8,2,0,4,4,3,3,3,3,3,4,2,2,2,2,2,2,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,2,3,1,1,3,4,4,1,2,2,3,2,4,2,3,3,3,2,2,4,4,1,3,4,4,1,3,2,1,0,1,1,0,1,0,1,0,0,0,1,4,3,3,5,1,2,3,5,5,2,1,4,1,4,4,1,1,2,3,3,2,3,3,3,3,2,4,3,3,4,1,4,3,4,5,2,4,4,2,2,18,20,19,15,14,26,34,4,52,2,4,3,1.17609125905568,0.524604248350756,0.000736065331907227,5.93095820345614
"62",533,1,38,1,2,5,7,2,0,4,4,5,3,4,5,4,4,2,2,4,2,4,5,1,1,4,4,5,5,2,5,5,4,5,5,1,5,1,5,5,2,2,5,4,3,4,2,3,2,3,5,4,3,3,4,3,3,4,4,2,3,1,4,4,3,4,4,1,1,1,0,0,1,0,0,0,0,1,3,5,5,4,5,2,5,5,5,4,5,1,5,2,2,5,5,2,3,1,1,3,3,3,1,1,2,3,2,3,4,1,1,1,5,3,4,2,4,4,19,19,49,23,18,25,28,4,77,2,3,4,1.36172783601759,4.58453655712489,8.35403850752481e-05,5.89518647890189
"63",236,2,26,1,2,4,NA,2,0,2,1,4,4,4,4,3,3,1,2,3,2,3,2,2,1,2,1,3,4,1,3,1,2,1,2,1,1,1,3,1,1,1,5,5,4,4,2,3,2,3,4,3,3,3,3,4,3,4,4,2,4,1,4,1,4,2,1,1,1,1,1,1,0,1,0,0,0,2,4,5,1,5,3,2,5,4,5,5,2,1,2,5,5,1,1,5,2,2,2,4,3,3,2,2,3,3,3,3,4,4,3,4,4,2,4,1,1,1,19,20,22,12,20,29,38,6,48,1,2,3,1.07918124604762,1.12461636113115,0.000100595584016074,5.87235244017485
"64",154,2,52,5,1,4,9,2,0,4,1,4,1,5,1,3,3,3,3,3,2,1,4,1,2,4,1,5,5,1,4,1,1,5,4,2,4,1,5,4,2,1,7,7,7,7,6,2,5,3,5,4,4,2,4,2,4,4,4,1,3,1,4,1,4,1,1,1,1,1,0,1,0,0,1,0,1,2,4,4,4,5,5,2,3,4,3,3,3,3,3,2,2,4,4,5,5,5,2,2,2,3,4,1,2,4,2,4,4,4,4,4,4,2,4,3,4,4,28,19,44,13,34,29,39,6,66,3,5,3,1.11394335230684,1.38685021506246,0.000229126972938323,5.86956610343164
"65",477,2,36,2,2,3,1,2,NA,3,4,2,4,3,3,3,2,2,2,3,3,3,2,4,3,2,1,2,1,4,2,3,3,2,2,2,2,2,2,3,5,5,5,5,5,4,2,4,5,5,2,2,3,2,3,3,4,3,3,2,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,0,5,4,3,2,2,2,4,2,3,4,5,2,2,2,5,2,2,2,2,2,3,2,3,3,2,2,4,4,4,3,3,3,2,3,2,1,2,2,1,1,4,15,17,20,32,21,39,28,9,39,2,3,2,1.50514997831991,3.34893896979536,0.00576340704313631,5.77760909899775
"66",495,2,60,4,1,6,5,2,NA,5,4,4,1,5,1,4,2,4,4,2,4,3,4,5,4,2,1,3,3,4,2,3,4,3,4,4,3,3,3,5,4,4,6,3,6,6,2,5,4,4,4,3,4,3,3,4,4,3,3,2,3,1,3,3,3,3,3,1,1,1,0,1,1,1,0,0,0,4,2,3,2,4,4,5,2,2,2,2,3,1,1,4,5,2,3,2,5,5,1,1,1,1,2,2,3,3,3,3,4,2,2,2,2,4,1,4,2,1,26,10,32,36,23,36,28,6,43,3,5,5,1.55630250076729,8.78920453299868,0.000607773354677598,5.74182016930911
"67",344,2,33,4,1,2,4,2,0,1,5,1,5,5,5,4,2,4,4,4,4,4,3,5,5,1,1,1,5,5,1,1,5,5,1,1,4,5,5,1,5,1,1,2,2,3,1,3,5,5,2,1,2,1,1,1,5,1,2,4,3,4,2,4,1,4,4,1,1,1,0,0,0,0,0,1,0,5,5,4,1,1,1,5,1,1,3,5,2,1,1,5,5,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,10,11,27,34,9,40,18,4,24,2,3,1,1.53147891704226,11.061056374344,7.48796298116066e-06,5.65985639280907
"68",132,1,54,4,2,2,NA,2,NA,3,3,3,2,3,2,3,2,3,2,2,3,2,4,3,4,4,2,3,5,2,3,4,4,3,3,4,5,3,4,3,4,3,5,6,3,3,2,3,3,3,3,3,2,3,3,4,2,4,4,3,3,3,3,2,3,2,1,0,1,1,1,0,0,1,0,1,0,3,3,3,3,2,3,4,3,4,4,2,4,2,4,2,3,4,4,3,4,4,2,2,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,4,4,3,20,16,37,33,19,29,31,5,59,3,5,1,1.51851393987789,2.63611786270659,0.000414732258766114,5.65279833725532
"69",119,2,68,7,2,3,5,2,0,5,1,5,1,5,1,1,4,1,1,4,1,1,4,1,1,3,1,5,5,1,3,1,1,5,5,1,2,1,3,5,1,1,7,7,7,7,7,3,1,1,5,5,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5,5,5,5,3,3,4,4,2,5,5,5,1,1,5,5,5,5,5,4,4,4,4,4,1,1,1,1,4,4,4,4,4,5,5,3,4,5,5,30,28,40,10,35,13,40,7,83,3,5,2,1,3.97741187725881,0.00762152955680627,5.64325128327535
"70",340,2,66,4,2,2,6,2,0,5,3,4,1,4,1,3,3,4,4,4,3,3,5,2,1,4,1,3,3,1,4,1,2,3,3,2,4,1,4,4,3,1,6,6,7,7,6,4,3,3,3,2,3,3,3,3,4,4,4,1,3,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,4,4,4,3,1,5,5,5,1,5,3,3,3,2,2,4,3,5,5,2,1,1,2,2,3,4,3,3,4,4,4,4,4,5,5,5,5,3,4,26,15,37,15,32,33,39,8,74,3,5,1,1.17609125905568,8.40739173123015,0.00814048101998122,5.59300651704532
"71",258,2,24,3,2,5,7,1,210,5,1,4,1,4,1,2,4,1,1,4,1,1,4,1,1,4,1,5,5,1,4,1,1,3,4,1,2,1,3,4,1,1,4,6,6,7,2,2,1,4,3,4,5,4,2,2,4,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,0,0,0,0,1,2,4,4,4,4,2,4,2,4,4,2,2,4,2,2,3,1,4,5,5,5,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,2,2,4,4,3,28,27,38,10,25,29,40,4,56,1,1,4,1,3.31861002321324,0.0042409691867161,5.56951748002014
"72",439,2,38,1,2,6,1,2,0,3,1,4,1,5,1,1,4,1,1,4,2,1,5,2,2,3,1,5,4,1,4,1,2,1,4,2,5,2,5,4,2,1,4,5,6,5,4,2,1,2,5,5,2,5,5,3,1,4,4,1,3,1,4,1,3,2,1,1,1,0,1,1,0,0,1,0,0,2,3,4,3,4,4,3,2,4,4,2,3,4,3,2,2,3,4,5,5,5,4,4,4,3,4,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,27,27,40,16,24,15,37,5,64,2,3,5,1.20411998265592,1.96523583318282,0.00797453059116596,5.38464077586314
"73",22,2,57,4,2,4,8,2,0,3,2,5,2,4,2,2,4,2,2,4,4,4,5,1,1,3,1,3,5,1,3,1,1,3,4,1,3,1,3,5,1,1,5,6,4,4,4,3,3,2,4,3,4,3,3,3,3,4,4,2,4,3,4,3,2,4,4,1,1,1,1,0,0,0,0,0,0,2,3,5,5,4,3,3,3,3,4,2,3,4,3,4,1,3,5,4,4,4,3,3,3,1,1,2,3,3,3,3,2,2,1,1,4,3,3,4,2,5,24,19,37,10,23,29,27,4,66,3,5,3,1,1.38685021506246,0.000229126972938323,5.32638447833558
"74",458,1,50,6,1,6,2,2,0,3,1,2,3,3,4,2,3,2,2,1,3,2,1,5,3,1,1,3,4,5,3,1,2,1,3,4,2,3,2,3,4,4,2,2,2,2,2,1,4,4,4,3,5,4,2,2,4,4,4,3,4,1,3,3,3,2,2,1,1,1,0,0,0,1,1,0,0,2,3,4,2,3,4,4,2,4,2,3,4,4,4,3,2,4,4,5,3,2,3,3,3,2,3,2,3,2,4,2,4,2,3,3,4,3,2,3,3,4,18,18,23,32,10,31,32,5,60,3,5,5,1.50514997831991,1.16631993112839,0.000307413067969599,5.1980500396926
"75",541,1,50,4,1,6,1,2,0,3,2,3,2,4,2,1,2,4,1,3,3,2,2,4,3,2,2,3,1,4,1,1,2,1,3,4,3,2,2,1,3,2,3,4,1,3,3,3,3,5,4,4,4,4,3,2,4,2,4,2,2,1,1,4,2,3,3,1,1,1,1,1,0,0,1,1,1,2,4,4,2,4,3,4,4,5,3,3,3,2,2,3,2,3,4,4,4,4,4,1,4,2,3,2,2,2,3,3,4,1,2,2,4,2,2,3,3,4,22,19,19,27,14,30,23,8,57,3,5,5,1.43136376415899,0.489670040425862,5.30803478598167e-05,5.12602411695805
"76",370,2,24,1,2,4,7,1,150,1,2,4,4,3,3,2,3,3,1,4,2,4,3,1,1,2,2,3,3,2,3,1,2,2,1,1,3,1,2,3,1,1,2,2,3,5,7,3,4,3,3,3,2,3,3,4,3,3,2,2,3,2,2,4,2,4,2,1,1,1,0,1,1,0,1,1,1,3,2,5,4,2,2,4,3,4,4,2,2,1,2,3,3,2,2,4,2,3,3,2,4,3,1,3,3,3,3,3,3,1,1,3,3,4,2,4,3,3,17,20,25,13,19,31,23,8,52,1,1,3,1.11394335230684,0.524604248350756,0.000180649400066938,5.07736133460532
"77",362,2,46,4,1,2,8,2,0,3,4,5,2,4,4,1,3,3,2,4,2,1,5,5,4,3,2,3,4,4,4,3,3,1,2,3,2,1,3,3,3,1,6,6,6,6,6,4,3,3,4,4,4,4,4,2,1,4,4,1,3,1,4,1,4,1,1,1,1,1,1,0,0,1,1,1,1,3,2,3,3,4,4,5,2,5,5,2,4,4,2,2,2,3,3,2,4,2,4,2,3,3,4,2,2,2,2,4,4,4,4,4,3,4,1,4,4,4,20,23,30,29,30,25,39,8,62,3,4,1,1.46239799789896,0.100076297393396,2.41166073422466e-05,4.99862697142491
"78",180,2,70,4,2,2,2,2,0,5,1,5,1,5,1,3,3,2,4,4,4,4,4,5,1,4,1,2,5,5,4,1,1,3,4,1,1,1,2,3,4,4,2,2,2,2,2,5,5,4,4,3,5,4,3,5,4,4,4,4,3,4,4,4,4,3,2,1,1,1,1,1,1,1,1,0,0,1,1,4,5,5,3,5,3,4,4,5,5,2,4,4,2,2,4,5,5,5,2,3,1,1,1,2,3,2,3,1,1,1,2,3,5,5,1,1,2,4,30,15,32,24,10,38,27,8,63,3,5,1,1.38021124171161,4.51890865836441,0.0135335231950257,4.98521893094688
"79",345,2,30,4,1,2,5,2,0,2,4,5,4,4,3,4,3,4,1,4,3,1,3,1,4,4,1,2,4,1,3,1,2,1,1,3,4,1,1,3,3,1,5,6,7,7,2,1,1,4,4,4,2,4,4,2,2,4,4,1,4,1,3,4,3,1,1,1,1,1,0,1,1,1,1,0,0,5,4,4,2,4,1,1,3,5,5,5,4,1,2,5,5,1,1,2,2,3,1,1,4,2,4,2,2,2,2,4,4,1,4,4,1,2,5,1,1,1,18,19,26,18,27,20,35,7,44,2,2,1,1.25527250510331,1.92521575537599,0.0164587253022251,4.9822832236677
"80",229,2,21,1,2,3,1,2,0,4,3,3,2,4,3,2,3,3,2,2,3,2,3,4,4,1,2,4,3,4,2,2,4,3,3,4,4,4,3,3,4,3,3,6,5,5,5,3,3,5,3,3,3,2,2,4,4,4,4,1,3,2,3,2,3,3,3,1,1,0,0,0,0,0,1,0,1,2,4,2,2,2,3,4,2,3,3,3,2,2,3,2,2,3,4,3,4,3,3,2,3,2,3,3,3,4,4,4,3,3,2,2,4,2,2,3,4,4,21,18,29,35,24,36,31,4,50,1,1,2,1.54406804435028,1.11077322913713,0.00233680678882973,4.85093663759663
"81",507,2,46,3,2,4,1,2,0,1,5,1,4,2,5,4,2,4,4,2,4,4,3,3,2,4,1,3,4,3,1,4,4,2,2,2,3,4,2,3,2,1,3,3,3,5,3,3,4,4,2,3,5,2,2,4,4,3,3,2,2,3,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,5,4,1,1,1,1,4,1,1,2,4,1,2,1,5,5,1,1,1,2,1,1,1,1,1,1,4,3,4,4,3,2,2,1,1,1,2,2,2,1,1,8,9,27,26,17,39,21,0,23,3,4,3,1.41497334797082,13.2841291809019,0.00350131979789291,4.8340895921094
"82",546,1,58,4,1,6,8,2,0,4,1,4,1,4,1,2,4,1,1,4,1,1,3,1,1,5,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,7,7,7,7,7,1,1,1,2,4,1,5,5,1,1,4,4,1,4,1,4,1,4,2,4,1,1,1,0,1,0,0,1,0,1,1,1,5,5,5,3,2,5,5,5,1,4,4,2,4,4,2,4,5,5,5,3,4,4,4,4,4,2,1,1,4,4,4,3,1,5,5,4,5,2,2,27,27,40,10,35,14,36,6,72,3,5,5,1,1.8343389058633,0.00685546101355821,4.76691195720375
"83",133,2,23,1,2,4,1,2,NA,3,2,5,3,4,2,2,4,3,2,3,3,3,4,4,4,4,1,4,3,4,4,1,3,4,3,4,4,1,4,3,4,4,3,4,5,6,4,3,2,4,4,4,2,3,3,3,2,3,4,1,3,1,3,1,3,2,2,0,1,1,1,0,0,1,0,0,0,4,4,3,3,3,3,3,4,4,2,3,4,2,3,3,2,3,4,4,3,4,3,2,3,2,2,2,2,3,3,4,4,4,3,3,2,2,3,3,3,4,23,19,37,30,22,26,34,4,55,1,1,3,1.47712125471966,0.500409947812831,0.000767755316933691,4.76475522843512
"84",263,1,49,4,2,6,1,2,0,3,4,3,4,3,3,2,3,4,2,3,2,3,4,4,3,2,2,4,4,3,3,4,4,2,3,3,3,3,3,3,4,4,2,2,2,2,1,3,3,3,3,3,3,3,2,4,3,4,4,2,3,2,3,3,3,4,2,1,1,0,0,0,0,0,0,0,0,4,4,2,2,3,3,4,2,2,2,4,3,2,2,2,2,2,3,2,2,3,3,1,3,3,2,3,3,3,4,3,3,2,1,3,2,2,2,2,4,4,16,18,31,34,9,32,29,2,44,3,4,5,1.53147891704226,1.99430315497554,7.410645381331e-10,4.66086899353892
"85",530,2,25,1,2,5,9,1,10,4,2,4,1,3,3,2,3,2,2,3,1,1,4,1,1,3,2,2,4,3,4,2,2,3,4,1,4,2,4,4,3,3,6,6,6,6,6,3,2,3,5,5,3,5,5,1,2,4,4,1,4,1,4,1,4,2,1,0,1,1,0,0,0,0,1,0,1,1,1,5,5,4,4,2,4,3,3,2,4,4,4,2,2,4,4,4,5,3,3,3,3,4,4,1,1,1,1,4,4,4,3,4,5,5,4,4,4,4,23,23,36,20,30,18,39,4,74,1,2,4,1.30102999566398,1.34497080029261,0.00319899528048058,4.52286823856638
"86",109,1,33,1,2,4,7,1,200,4,1,4,2,5,2,2,3,3,3,3,1,2,4,1,2,3,1,4,3,1,4,1,3,3,3,1,4,2,3,3,1,1,5,5,5,5,5,1,1,2,5,4,2,5,4,2,2,4,4,1,4,1,3,1,3,1,1,1,0,1,1,0,1,0,0,0,0,1,2,5,4,4,4,3,3,4,4,3,4,4,4,2,2,4,4,5,4,4,3,2,2,4,3,1,2,1,2,4,4,4,4,4,5,4,3,3,4,4,26,20,34,14,25,16,38,4,71,2,3,3,1.14612803567824,1.84816049236779,0.0124109181075435,4.48859632459436
"87",337,1,32,4,1,4,2,2,0,3,3,3,3,3,3,3,3,2,2,3,2,2,4,2,1,4,1,4,4,1,1,1,2,3,3,1,1,1,2,2,1,1,6,6,6,6,6,3,3,3,3,3,2,3,3,4,3,3,3,2,3,2,3,2,3,2,2,1,1,1,0,0,1,1,1,0,1,2,2,3,3,3,3,4,2,1,3,1,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,5,3,3,18,20,28,12,30,30,30,7,52,2,2,3,1.07918124604762,0.524604248350756,2.83701687156678e-05,4.40288121706204
"88",509,1,42,4,1,2,7,2,0,4,4,4,1,4,1,1,3,1,1,3,1,1,4,1,1,3,1,3,3,1,3,1,1,2,4,1,3,1,2,4,1,1,5,5,5,6,5,1,2,2,4,4,1,4,4,2,1,3,4,1,4,1,4,1,3,2,2,1,1,1,0,1,0,1,1,0,0,5,3,5,4,5,4,1,4,4,4,1,4,5,3,1,1,4,4,2,5,5,4,4,4,4,4,2,2,2,2,4,4,4,3,3,1,3,5,5,5,5,24,26,31,10,26,17,36,6,74,2,4,1,1,1.56953360910289,0.00249898869673776,4.35674655903045
